AK,Voting Rights Report Card:,Alaska,7,2
Access,Weekend Early Voting: State Minimum:,No rule,50,10
Access,Access to Vote by Mail (VBM):,VBM for limited reasons,50,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,50,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,50,13
Access,VBM Review: Rejection Rate: 2018:,1.8%,50,14
Checking,Do Votes Have a Paper Trail? 2022:,dre20% bmd67%,50,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,50,16
Checking,Good Audit Sample to Check Computer Tallies?,1%,50,17
Checking,Audit All Contests? Number of Contests Checked:,All,50,18
Checking,Can Public Recount with Copies of Ballots?,Keep+release images & ballots after 22 months. 20% DRE,50,19
Checking,Total Score:,35.6,50,20
UT,Voting Rights Report Card:,Utah,51,2
Grade,Grade for Selected Aspects Below:,A,51,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,Gov. names tiebreaker,51,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,no limit,51,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,51,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,69%,51,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,57%,51,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,62%,51,9
Access,Weekend Early Voting: State Minimum:,No rule,51,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Ballot sent to all,51,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,6,51,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,51,13
Access,VBM Review: Rejection Rate: 2018:,0.9%,51,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,51,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,51,16
Checking,Good Audit Sample to Check Computer Tallies?,1%,51,17
Checking,Audit All Contests? Number of Contests Checked:,All ex.Judge,51,18
Checking,Can Public Recount with Copies of Ballots?,No ballots. Availability of images unknown,51,19
Checking,Total Score:,42.8,51,20
VA,Voting Rights Report Card:,Virginia,52,2
Grade,Grade for Selected Aspects Below:,B,52,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,52,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,no limit,52,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,52,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,73%,52,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,67%,52,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,84%,52,9
Access,Weekend Early Voting: State Minimum:,2Sat 8-5 last 2 Sat,52,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,52,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,52,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,52,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,52,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,52,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,52,16
Checking,Good Audit Sample to Check Computer Tallies?,Statistical. After results are final,52,17
Checking,Audit All Contests? Number of Contests Checked:,?,52,18
Checking,Can Public Recount with Copies of Ballots?,No ballots. Availability of images unknown,52,19
Checking,Total Score:,33.3,52,20
VT,Voting Rights Report Card:,Vermont,53,2
Grade,Grade for Selected Aspects Below:,A,53,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No: 1CD,53,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$1820,53,5
Campaigns,Public Campaign $ for Gov+Legislature:,Gov+Lt.Gov,53,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,74%,53,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,62%,53,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,88%,53,9
Access,Weekend Early Voting: State Minimum:,No rule,53,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Ballot sent to all,53,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,53,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,53,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,53,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,53,15
Checking,Hand Tally Audits to Check Computer Tallies?,Audit by using different machine,53,16
Checking,Good Audit Sample to Check Computer Tallies?,6 towns. After results are final,53,17
Checking,Audit All Contests? Number of Contests Checked:,All,53,18
Checking,Can Public Recount with Copies of Ballots?,Yes ballots after 3 months. Image keeping+release unknown,53,19
Checking,Total Score:,43.3,53,20
WA,Voting Rights Report Card:,Washington,54,2
Grade,Grade for Selected Aspects Below:,A,54,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,Yes,54,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$3000,54,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,54,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,76%,54,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,53%,54,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,78%,54,9
Access,Weekend Early Voting: State Minimum:,No rule,54,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Ballot sent to all,54,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,21,54,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,54,13
Access,VBM Review: Rejection Rate: 2018:,1.0%,54,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,54,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count. Except.can audit just in-person machines,54,16
Checking,Good Audit Sample to Check Computer Tallies?,1%-4%,54,17
Checking,Audit All Contests? Number of Contests Checked:,1-3,54,18
Checking,Can Public Recount with Copies of Ballots?,No ballots or images,54,19
Checking,Total Score:,45.6,54,20
WI,Voting Rights Report Card:,Wisconsin,55,2
Grade,Grade for Selected Aspects Below:,B,55,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,55,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$2000,55,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,55,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,76%,55,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,72%,55,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,72%,55,9
Access,Weekend Early Voting: State Minimum:,No rule,55,10
Access,Access to Vote by Mail (VBM):,Broad VBM: Applic.sent to all,55,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,55,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,55,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,55,14
Checking,Do Votes Have a Paper Trail? 2022:,hmpb+bmd4access,55,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count. Exclude primaries+early+VBM+prov. ballots ,55,16
Checking,Good Audit Sample to Check Computer Tallies?,5%,55,17
Checking,Audit All Contests? Number of Contests Checked:,4,55,18
Checking,Can Public Recount with Copies of Ballots?,Yes. Unknown if images kept,55,19
Checking,Total Score:,35.2,55,20
WV,Voting Rights Report Card:,West Virginia,56,2
Grade,Grade for Selected Aspects Below:,B,56,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No,56,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$8400,56,5
Campaigns,Public Campaign $ for Gov+Legislature:,Justices,56,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,58%,56,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,48%,56,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,66%,56,9
Access,Weekend Early Voting: State Minimum:,2Sat: 9-5 last 2 Sat,56,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,56,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,56,12
Access,Good VBM List Tracks Address Changes & Deaths:,Yes,56,13
Access,VBM Review: Rejection Rate: 2018:,1.0%,56,14
Checking,Do Votes Have a Paper Trail? 2022:,bmd67% vvpat29%,56,15
Checking,Hand Tally Audits to Check Computer Tallies?,Hand count,56,16
Checking,Good Audit Sample to Check Computer Tallies?,3%,56,17
Checking,Audit All Contests? Number of Contests Checked:,All,56,18
Checking,Can Public Recount with Copies of Ballots?,No ballots. Availability of images unknown,56,19
Checking,Total Score:,40.3,56,20
WY,Voting Rights Report Card:,Wyoming,57,2
Grade,Grade for Selected Aspects Below:,C,57,3
Campaigns,Nonpartisan or Bipartisan Redistricting to Avoid Gerrymanders:,No: 1CD,57,4
Campaigns,Contrbution Limit per Candidate per 4 Years:,$4500,57,5
Campaigns,Public Campaign $ for Gov+Legislature:,No,57,6
Turnout,Turnout: % of Voting-age Citizens: 2020:,65%,57,7
Turnout,Ratio of 18-24 Turnout to 25+ Turnout: 2018:,37%,57,8
Turnout,Ratio of Minority to White Non-Hispanic Turnout: 2018:,60%,57,9
Access,Weekend Early Voting: State Minimum:,No rule,57,10
Access,Access to Vote by Mail (VBM):,Broad VBM: if Voter asks,57,11
Access,Number of Days when Voters Can Cure Signature Problems after Election Day:,No cure,57,12
Access,Good VBM List Tracks Address Changes & Deaths:,No,57,13
Access,VBM Review: Rejection Rate: 2018:,No signature checks,57,14
Checking,Do Votes Have a Paper Trail? 2022:,bmd16% hmpb84%,57,15
Checking,Hand Tally Audits to Check Computer Tallies?,No audit,57,16
Checking,Good Audit Sample to Check Computer Tallies?,0%,57,17
Checking,Audit All Contests? Number of Contests Checked:,,57,18
Checking,Can Public Recount with Copies of Ballots?,Yes. Unknown if images kept,57,19
Checking,Total Score:,16.2,57,20
